courses,course_links,websiteNames,course_tags
"Design System, Design Leadership, Design Thinking & DesignOps",https://www.designbetter.co/, (designbetter.co) ,"['Free', ' Video', ' Beginner', 'Docs']"
Product Design Course by Google,https://www.anrdoezrs.net/links/8752481/type/dlg/https://udacity.com/course/product-design--ud509/, (udacity.com) ,"['Free', ' Video', ' Beginner', 'Docs']"
How to Build Habit-Forming Products,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/how-to-build-habit-forming-technology, (udemy.com) ,"['Paid', ' Video', ' Beginner', 'Docs']"
