course_name,course_link,course_source,course_tags
Design Sprint Foundations,https://imp.i115008.net/WbD2Z, (udacity.com) ,"['Paid', ' Video', ' Beginner', 'Design Sprint', 'Docs']"
UX Foundations: Prototyping,https://linkedin-learning.pxf.io/MMDXn, (linkedin.com) ,"['Video', ' Beginner', ' Paid']"
"Fast Prototyping with Sketch, Invision and Craft",https://www.youtube.com/watch?v=5lg-PbDZEn8, (youtube.com) ,"['Free', ' Video', ' Beginner', 'Docs']"
Rapid Prototyping,https://www.anrdoezrs.net/links/8752481/type/dlg/https://www.udacity.com/course/rapid-prototyping--ud723/, (udacity.com) ,"['Free', ' Video', 'Docs']"
