course_name,course_link,course_source,course_tags
Create a Memorable Digital Identity with Branding Design,http://share.trydesignlab.com/hackriobranding, (trydesignlab.com) ,"['Paid', ' Beginner', ' Certification', 'Docs']"
20 Actionable Tips to Build a Winning Visual Brand Identity,https://designschool.canva.com/blog/20-easy-tips-build-visual-brand-identity/, (designschool.canva.com) ,"['Free', ' Beginner', 'Docs']"
How To Build A Brand In 5 Days: Tips From A Designer,https://designschool.canva.com/blog/brand-building/, (designschool.canva.com) ,"['Free', ' Beginner', 'Docs']"
Branding & Identity Design Course by Design Lab,http://trydesignlab.com/branding-identity-course/, (trydesignlab.com) ,"['Paid', ' Video', ' Advanced', 'Docs']"
